G80.0;Spastická tetraplegická detská mozgová obrna
G80.1;Spastická diplegická detská mozgová obrna
G80.2;Spastická hemiplegická detská mozgová obrna
G80.3;Dyskinetická detská mozgová obrna
G80.4;Ataktická detská mozgová obrna
G80.8;Iná detská mozgová obrna
G80.9;Detská mozgová obrna, bližšie neurčená
G81.-;Hemiparéza a hemiplégia
G81.0;Chabá hemiparéza a hemiplégia
G81.1;Spastická hemiparéza a hemiplégia
G81.9;Hemiparéza a hemiplégia, bližšie neurčená
G82.-;Paraparéza a paraplégia, tetraparéza a tetraplégia
G82.0-;Chabá paraparéza a paraplégia
G82.00;Chabá paraparéza a paraplégia, akútne kompletné priečne poškodenie miechy neúrazového pôvodu
G82.01;Chabá paraparéza a paraplégia, akútne nekompletné priečne poškodenie miechy neúrazového pôvodu
G82.02;Chabá paraparéza a paraplégia, chronické kompletné priečne poškodenie miechy
G82.03;Chabá paraparéza a paraplégia, chronické nekompletné priečne poškodenie miechy
G82.09;Chabá paraparéza a paraplégia, bližšie neurčená
G82.1-;Spastická paraparéza a paraplégia
G82.10;Spastická paraparéza a paraplégia, akútne kompletné priečne poškodenie miechy neúrazového pôvodu
G82.11;Spastická paraparéza a paraplégia, akútne nekompletné priečne poškodenie miechy neúrazového pôvodu
G82.12;Spastická paraparéza a paraplégia, chronické kompletné priečne poškodenie miechy
G82.13;Spastická paraparéza a paraplégia, chronické nekompletné priečne poškodenie miechy
G82.19;Spastická paraparéza a paraplégia, bližšie neurčená
G82.2-;Paraparéza a paraplégia, bližšie neurčená
G82.20;Paraparéza a paraplégia, bližšie neurčená, akútne kompletné priečne poškodenie miechy neúrazového pôvodu
G82.21;Paraparéza a paraplégia, bližšie neurčená, akútne nekompletné priečne poškodenie miechy neúrazového pôvodu
G82.22;Paraparéza a paraplégia, bližšie neurčená, chronické kompletné priečne poškodenie miechy
G82.23;Paraparéza a paraplégia, bližšie neurčená, chronické nekompletné priečne poškodenie miechy
G82.29;Paraparéza a paraplégia, bližšie neurčená
G82.3-;Chabá tetraparéza a tetraplégia
G82.30;Chabá tetraparéza a tetraplégia, akútne kompletné priečne poškodenie miechy neúrazového pôvodu
G82.31;Chabá tetraparéza a tetraplégia, akútne nekompletné priečne poškodenie miechy neúrazového pôvodu
G82.32;Chabá tetraparéza a tetraplégia, chronické kompletné priečne poškodenie miechy
G82.33;Chabá tetraparéza a tetraplégia, chronické nekompletné priečne poškodenie miechy
G82.39;Chabá tetraparéza a tetraplégia, bližšie neurčená
G82.4-;Spastická tetraparéza a tetraplégia
G82.40;Spastická tetraparéza a tetraplégia, akútne kompletné priečne poškodenie miechy neúrazového pôvodu
G82.41;Spastická tetraparéza a tetraplégia, akútne nekompletné priečne poškodenie miechy neúrazového pôvodu
G82.42;Spastická tetraparéza a tetraplégia, chronické kompletné priečne poškodenie miechy
G82.43;Spastická tetraparéza a tetraplégia, chronické nekompletné priečne poškodenie miechy
G82.49;Spastická tetraparéza a tetraplégia, bližšie neurčená
G82.5-;Tetraparéza a tetraplégia, bližšie neurčená
G82.50;Tetraparéza a tetraplégia, bližšie neurčená, akútne kompletné priečne poškodenie miechy neúrazového pôvodu
G82.51;Tetraparéza a tetraplégia, bližšie neurčená, akútne nekompletné priečne poškodenie miechy neúrazového pôvodu
G82.52;Tetraparéza a tetraplégia, bližšie neurčená, chronické kompletné priečne poškodenie miechy
G82.53;Tetraparéza a tetraplégia, bližšie neurčená, chronické nekompletné priečne poškodenie miechy
G82.59;Tetraparéza a tetraplégia, bližšie neurčená
G82.6-!;Funkčná úroveň pri poškodení miechy
G82.60!;Funkčná úroveň pri poškodení miechy: C1 – C3
G82.61!;Funkčná úroveň pri poškodení miechy: C4 – C5
G82.62!;Funkčná úroveň pri poškodení miechy: C6 – C8
G82.63!;Funkčná úroveň pri poškodení miechy: Th1 – Th6
G82.64!;Funkčná úroveň pri poškodení miechy: Th7 – Th10
G82.65!;Funkčná úroveň pri poškodení miechy: Th11 – L1
G82.66!;Funkčná úroveň pri poškodení miechy: L2 – S1
G82.67!;Funkčná úroveň pri poškodení miechy: S2 – S5
G82.69!;Funkčná úroveň pri poškodení miechy bližšie neurčená
G83.-;Iný paralytický syndróm
G83.0;Diparéza a diplégia horných končatín
G83.1;Monoparéza a monoplégia dolnej končatiny
G83.2;Monoparéza a monoplégia hornej končatiny
G83.3;Monoparéza a monoplégia, bližšie neurčená
G83.4-;Syndróm cauda equina
G83.40;Syndróm cauda equina, kompletný
G83.41;Syndróm cauda equina, nekomplený
G83.49;Syndróm cauda equina, bližšie neurčený
G83.8-;Iný paralytický syndróm, bližšie určený
G83.80;Locked-in syndróm
G83.88;Iný paralytický syndróm, bližšie určený
G83.9;Paralytický syndróm, bližšie neurčený
G90.-;Porucha autonómnej nervovej sústavy
G90.0-;Idiopatická periférna autonómna neuropatia
G90.00;Syndróm karotického sínusu (Synkopa)
G90.08;Iná idiopatická periférna autonómna neuropatia
G90.09;Idiopatická periférna autonómna neuropatia, bližšie neurčená
G90.1;Familiárna dysautonómia [Rileyho-Dayov syndróm]
G90.2;Hornerov syndróm
G90.3;Multisystémová degenerácia
G90.4-;Autonómna dysreflexia
G90.40;Autonómna dysreflexia ako hypertonická kríza
G90.41;Autonómna dysreflexia ako záchvaty potenia
G90.48;Iná autonómna dysreflexia
G90.49;Autonómna dysreflexia, bližšie neurčená
G90.8;Iná choroba autonómnej nervovej sústavy
G90.9;Porucha autonómnej nervovej sústavy, bližšie neurčená
G91.-;Hydrocefalus
G91.0;Komunikujúci hydrocefalus
G91.1;Obštrukčný hydrocefalus
G91.2-;Normotenzný hydrocefalus
G91.20;Idiopatický normotenzný hydrocefalus
G91.21;Sekundárny normotenzný hydrocefalus
G91.29;Normotenzný hydrocefalus, bližšie neurčený
G91.3;Poúrazový hydrocefalus, bližšie neurčený
G91.8;Iný hydrocefalus
G91.9;Hydrocefalus, bližšie neurčený
G92;Toxická encefalopatia
G93.-;Iná choroba mozgu
G93.0;Mozgová cysta
G93.1;Anoxické poškodenie mozgu, nezatriedené inde
G93.2;Benígna intrakraniálna hypertenzia
G93.3;Chronický únavový syndróm
G93.4;Encefalopatia, bližšie neurčená
G93.5;Kompresia mozgu
G93.6;Opuch mozgu
G93.7;Reyeov syndróm
G93.8-;Iná choroba mozgu, bližšie určená
G93.80;Apalický syndróm
G93.88;Iná choroba mozgu, bližšie určená
G93.9;Choroba mozgu, bližšie neurčená
G94.-*;Iná choroba mozgu pri chorobách zatriedených inde
G94.0*;Hydrocefalus pri infekčných a parazitových chorobách zatriedených inde (A00-B99†)
G94.1*;Hydrocefalus pri nádorovej chorobe (C00-D48†)
G94.2*;Hydrocefalus pri iných chorobách zatriedených inde
G94.8*;Iná choroba mozgu pri chorobách zatriedených inde, bližšie určená
G95.-;Iná choroba miechy
G95.0;Syringomyelia a syringobulbia
G95.1;Cievna myelopatia
G95.2;Kompresia miechy, bližšie neurčená
G95.8-;Iná choroby miechy, bližšie určené
G95.80;Obrna močového mechúra pri poškodení horného motoneurónu [UMNL]
G95.81;Obrna močového mechúra pri poškodení dolného motoneurónu [LMNL]
G95.82;Funkčná porucha močového mechúra zapríčinená spinálnym šokom
G95.83;Spinálna spasticita priečne pruhovaného svalstva
G95.84;Detrúzorovo-sfinkterová dyssynergia pri poškodení miechy
G95.85;Deaferentačná bolesť pri poškodení miechy
G95.88;Iná choroba miechy, bližšie určená
G95.9;Choroba miechy, bližšie neurčená
G96.-;Iné choroby centrálnej nervovej sústavy
G96.0;Presakovanie mozgovomiechového moku
G96.1;Choroba mozgových a miechových plien, nezatriedená inde
G96.8;Iná choroba centrálnej nervovej sústavy, bližšie určená
G96.9;Choroba centrálnej nervovej sústavy, bližšie neurčená
G97.-;Choroba nervovej sústavy po lekárskom výkone, nezatriedená inde
G97.0;Presakovanie mozgovomiechového moku po spinálnej punkcii
G97.1;Iná reakcia na spinálnu a lumbálnu punkciu
G97.2;Vnútrolebková hypotenzia po komorovom skrate
G97.8-;Iná choroba nervovej sústavy po lekárskom výkone
G97.80;Pooperačná likvorea
G97.81;Pooperačný (cerebelárny) mutizmus
G97.88;Iná choroba nervovej sústavy po lekárskom výkone
G97.9;Choroba nervovej sústavy po lekárskom výkone, bližšie neurčená
G98;Iná choroba nervovej sústavy, nezatriedená inde
G99.-*;Iná choroby nervovej sústavy pri chorobách zatriedených inde
G99.0*;Autonómna neuropatia pri endokrinných a metabolických chorobách
G99.1*;Iná choroba autonómnej nervovej sústavy pri iných chorobách zatriedených inde
G99.2*;Myelopatia pri chorobách zatriedených inde
G99.8*;Iná choroba nervovej sústavy pri chorobách zatriedených inde, bližšie určená
H05.0;Akútny zápal očnice
H05.2;Exoftalmus
H10.4;Chronická konjunktivitída
H19.1*;Herpetická keratitída a keratokonjunktivitída (B00.5†)
H30.9;Chorioretinitída, bližšie neurčená
H40.-;Glaukóm
H40.0;Podozrenie na glaukóm
H40.1;Primárny glaukóm s otvoreným uhlom
H40.2;Primárny glaukóm so zatvoreným uhlom
H40.3;Sekundárny glaukóm po poranení oka
H40.4;Sekundárny glaukóm po zápale oka
H40.5;Sekundárny glaukóm pri iných chorobách
H40.6;Sekundárny glaukóm zapríčinený liekmi
H40.8;Iný glaukóm
H40.9;Glaukóm, bližšie neurčený
H46;Zápal zrakového nervu [neuritis n. optici]
H47.0;Choroba zrakového nervu, nezatriedená inde
H47.1;Opuch papily zrakového nervu, bližšie neurčený
H47.2;Atrofia zrakového nervu
H50.9;Strabizmus, bližšie neurčený
H53.2;Diplopia
H54.-;Slepota a slabozrakosť
H57.0;Anomálie funkcie zrenice
H57.1;Bolesť oka
H59.9;Choroba oka a jeho adnexov po lekárskom výkone, bližšie neurčená
H70.0;Akútna mastoiditída
H81.0;Meniereova choroba
H81.1;Benígny záchvatový závrat - vertigo
H81.3;Iný periférny závrat - vertigo
H81.4;Závrat - vertigo centrálneho pôvodu
H82*;Závratový syndróm pri chorobách zatriedených inde
H83.3;Vplyv hluku na vnútorné ucho
H90.-;Prevodová a percepčná strata sluchu
H90.3;Obojstranná percepčná strata sluchu
H92.0;Bolesť v uchu [otalgia]
H93.01;Pulzatilný tinnitus, pravé ucho
H93.02;Pulzatilný tinnitus, ľavé ucho
H93.03;Pulzatilný tinnitus, bilaterálne
H93.09;Pulzatilný tinnitus, nešpecifikované ucho
H95.0;Recidivujúci cholesteatóm v dutine po mastoidektómii
H95.1;Iná choroba po mastoidektómii
H95.8;Iná choroba ucha a hlávkového výbežku
H95.9;Choroba ucha a hlávkového výbežku po lekárskom výkone, bližšie neurčená
I00;Reumatická horúčka bez postihnutia srdca
I01.-;Reumatická horúčka s postihnutím srdca
I01.0;Akútna reumatická perikarditída
I01.1;Akútna reumatická endokarditída
I01.2;Akútna reumatická myokarditída
I01.8;Iná akútna reumatická choroba srdca
I01.9;Akútna reumatická choroba srdca, bližšie neurčená
I02.0;Reumatická chorea s postihnutím srdca
I05.-;Reumatická choroba mitrálnej chlopne
I05.0;Mitrálna stenóza
I05.1;Reumatická mitrálna insuficiencia
I05.2;Mitrálna stenóza s insuficienciou
I05.8;Iná choroba mitrálnej chlopne
I05.9;Choroba mitrálnej chlopne, bližšie neurčená
I06.-;Reumatická choroba aortálnej chlopne
I06.0;Reumatická aortálna stenóza
I06.1;Reumatická aortálna insuficiencia
I06.2;Reumatická aortálna stenóza s insuficienciou
I06.8;Iná reumatická choroba aortálnej chlopne
I06.9;Reumatická choroba aortálnej chlopne, bližšie neurčená
I07.-;Reumatická choroba trikuspidálnej chlopne
I07.0;Trikuspidálna stenóza
I07.1;Trikuspidálna insuficiencia
I07.2;Trikuspidálna stenóza s insuficienciou
I07.8;Iná choroba trikuspidálnej chlopne
I07.9;Choroba trikuspidálnej chlopne, bližšie neurčená
I08.-;Choroba viacerých chlopní
I08.0;Kombinovaná choroba mitrálnej a aortálnej chlopne
I08.1;Kombinovaná choroba mitrálnej a trikuspidálnej chlopne
I08.2;Kombinovaná choroba aortálnej a trikuspidálnej chlopne
I08.3;Kombinovaná choroba mitrálnej, aortálnej a trikuspidálnej chlopne
I08.8;Iná choroba viacerých chlopní
I08.9;Choroba viacerých chlopní, bližšie neurčená
I09.-;Iná reumatická choroba srdca
I09.0;Reumatická myokarditída
I09.1;Reumatická choroba endokardu bližšie neurčenej chlopne
I09.2;Chronická reumatická perikarditída
I09.8;Iná reumatická choroba srdca, bližšie určená
I09.9;Reumatická choroba srdca, bližšie neurčená
I10.-;Primárna [esenciálna] artériová hypertenzia
I10.0-;Benígna primárna artériová hypertenzia
I10.00;Benígna primárna artériová hypertenzia, bez hypertenznej krízy
I10.01;Benígna primárna artériová hypertenzia, s hypertenznou krízou
I10.1-;Malígna primárna artériová hypertenzia
I10.10;Malígna primárna artériová hypertenzia, bez hypertenznej krízy
I10.11;Malígna primárna artériová hypertenzia, s hypertenznou krízou
I10.9-;Primárna artériová hypertenzia, bližšie neurčená
I10.90;Primárna artériová hypertenzia, bližšie neurčená, bez hypertenznej krízy
I10.91;Primárna artériová hypertenzia, bližšie neurčená, s hypertenznou krízou
I11.-;Hypertenzná choroba srdca
I11.0-;Hypertenzná choroba srdca s kongestívnym srdcovým zlyhávaním
I11.00;Hypertenzná choroba srdca s kongestívnym srdcovým zlyhávaním, bez hypertenznej krízy
I11.01;Hypertenzná choroba srdca s kongestívnym srdcovým zlyhávaním, s hypertenznou krízou
I11.9-;Hypertenzná choroba srdca bez kongestívneho srdcového zlyhávania
I11.90;Hypertenzná choroba srdca bez kongestívneho srdcového zlyhávania, bez hypertenznej krízy
I11.91;Hypertenzná choroba srdca bez kongestívneho srdcového zlyhávania, s hypertenznou krízou
I12.-;Hypertenzná choroba obličiek
I12.0-;Hypertenzná choroba obličiek s obličkovým zlyhávaním
I12.00;Hypertenzná choroba obličiek s obličkovým zlyhávaním, bez hypertenznej krízy
I12.01;Hypertenzná choroba obličiek s obličkovým zlyhávaním, s hypertenznou krízou
I12.9-;Hypertenzná choroba obličiek bez obličkového zlyhávania
I12.90;Hypertenzná choroba obličiek bez obličkového zlyhávania, bez hypertenznej krízy
I12.91;Hypertenzná choroba obličiek bez obličkového zlyhávania, s hypertenznou krízou
I13.-;Hypertenzná choroba srdca a obličiek
I13.0-;Hypertenzná choroba srdca a obličiek s kongestívnym srdcovým zlyhávaním
I13.00;Hypertenzná choroba srdca a obličiek s kongestívnym srdcovým zlyhávaním, bez hypertenznej krízy
I13.01;Hypertenzná choroba srdca a obličiek s kongestívnym srdcovým zlyhávaním, s hypertenznou krízou
I13.1-;Hypertenzná choroba srdca a obličiek s obličkovým zlyhávaním
I13.10;Hypertenzná choroba srdca a obličiek s obličkovým zlyhávaním, bez hypertenznej krízy
I13.11;Hypertenzná choroba srdca a obličiek s obličkovým zlyhávaním, s hypertenznou krízou
I13.2-;Hypertenzná choroba srdca a obličiek s kongestívnym srdcovým zlyhávaním aj s obličkovým zlyhávaním
I13.20;Hypertenzná choroba srdca a obličiek s kongestívnym srdcovým zlyhávaním aj s obličkovým zlyhávaním, bez hypertenznej krízy
I13.21;Hypertenzná choroba srdca a obličiek s kongestívnym srdcovým zlyhávaním aj s obličkovým zlyhávaním, s hypertenznou krízou
I13.9-;Hypertenzná choroba srdca a obličiek, bližšie neurčená
I13.90;Hypertenzná choroba srdca a obličiek bez hypertenznej krízy, bližšie neurčená
I13.91;Hypertenzná choroba srdca a obličiek, bližšie neurčená, s hypertenznou krízou
I15.-;Sekundárna artériová hypertenzia
I15.0-;Renovaskulárna artériová hypertenzia
I15.00;Renovaskulárna artériová hypertenzia, bez hypertenznej krízy
I15.01;Renovaskulárna artériová hypertenzia, s hypertenznou krízou
I15.1-;Sekundárna artériová hypertenzia zapríčinená inými chorobami obličiek
I15.10;Sekundárna artériová hypertenzia zapríčinená inými chorobami obličiek, bez hypertenznej krízy
I15.11;Sekundárna artériová hypertenzia zapríčinená inými chorobami obličiek, s hypertenznou krízou
I15.2-;Sekundárna artériová hypertenzia zapríčinená endokrinnými chorobami
I15.20;Sekundárna artériová hypertenzia zapríčinená endokrinnými chorobami, bez hypertenznej krízy
I15.21;Sekundárna artériová hypertenzia zapríčinená endokrinnými chorobami, s hypertenznou krízou
I15.8-;Iná sekundárna artériová hypertenzia
I15.80;Iná sekundárna artériová hypertenzia, bez hypertenznej krízy
I15.81;Iná sekundárna artériová hypertenzia, s hypertenznou krízou
I15.9-;Sekundárna artériová hypertenzia, bližšie neurčená
I15.90;Sekundárna artériová hypertenzia, bližšie neurčená, bez hypertenznej krízy
I15.91;Sekundárna artériová hypertenzia, bližšie neurčená, s hypertenznou krízou
I20.-;Angina pectoris
I20.0;Nestabilná angina pectoris
I20.1;Angina pectoris s dokázaným spazmom vencovitých tepien
I20.8;Iná forma angina pectoris
I20.9;Angina pectoris, bližšie neurčená
I21.-;Akútny infarkt myokardu
I21.0;Akútny transmurálny infarkt myokardu prednej steny
I21.1;Akútny transmurálny infarkt myokardu spodnej steny
I21.2;Akútny transmurálny infarkt myokardu na iných miestach
I21.3;Akútny transmurálny infarkt myokardu bez bližšieho určenia miesta
I21.4;Akútny subendokardiálny infarkt myokardu
I21.9;Akútny infarkt myokardu, bližšie neurčený
I22.-;Ďalší infarkt myokardu
I22.0;Ďalší infarkt myokardu prednej steny
I22.1;Ďalší infarkt myokardu spodnej steny
I22.8;Ďalší infarkt myokardu na inom mieste
I22.9;Ďalší infarkt myokardu bez bližšieho určenia miesta
I23.-;Určité akútne komplikácie po akútnom infarkte myokardu
I23.0;Hemoperikard ako akútna komplikácia po akútnom infarkte myokardu
I23.1;Defekt predsieňového septa ako akútna komplikácia po akútnom infarkte myokardu
I23.2;Defekt komorovej priehradky ako akútna komplikácia po akútnom infarkte myokardu
I23.3;Ruptúra srdcovej steny bez hemoperikardu ako akútna komplikácia po akútnom infarkte myokardu
I23.4;Ruptúra chordae tendineae ako akútna komplikácia po akútnom infarkte myokardu
I23.5;Ruptúra papilárneho svalu ako akútna komplikácia po akútnom infarkte myokardu
I23.6;Trombóza predsiene, predsieňového uška a komory ako akútna komplikácia po akútnom infarkte myokardu
I23.8;Iná akútna komplikácia po akútnom infarkte myokardu
I24.-;Iná akútna forma ischemickej choroby srdca
I24.0;Koronárna trombóza, ktorá neviedla k infarktu myokardu
I24.1;Poinfarktový syndróm
I24.8;Iná forma akútnej ischemickej choroby srdca
I24.9;Akútna ischemická choroba srdca, bližšie neurčená
I25.-;Chronická ischemická choroba srdca
I25.0;Aterosklerotická srdcovocievna choroba, takto označená
I25.1-;Aterosklerotická choroba srdca
I25.10;Aterosklerotická choroba srdca, bez hemodynamicky závažných stenóz
I25.11;Aterosklerotická choroba srdca, jednocievne postihnutie
I25.12;Aterosklerotická choroba srdca, dvojcievne postihnutie
I25.13;Aterosklerotická choroba srdca, trojcievne postihnutie
I25.14;Aterosklerotická choroba srdca, stenóza ľavého hlavného kmeňa
I25.15;Aterosklerotická choroba srdca so stenózou bajpasu
I25.16;Aterosklerotická choroba srdca so stenózou stentu
I25.19;Aterosklerotická choroba srdca, bližšie neurčená
I25.2-;Starý infarkt myokardu
I25.20;Starý infarkt myokardu, od 29 dní až po 4 mesiace
I25.21;Starý infarkt myokardu, od 4 mesiacov až po 1 rok
I25.22;Starý infarkt myokardu, od 1 roka vyššie
I25.29;Starý infarkt myokardu, bližšie neurčený
I25.3;Aneuryzma (steny) srdca
I25.4;Aneuryzma vencovitej tepny
I25.5;Ischemická kardiomyopatia
I25.6;Nebolestivá (tichá) ischémia myokardu
I25.8;Iná forma chronickej ischemickej choroby srdca
I25.9;Chronická ischemická choroba srdca, bližšie neurčená
I26.-;Pľúcna embólia
I26.0;Pľúcna embólia s prejavmi akútneho cor pulmonale
I26.9;Pľúcna embólia bez prejavov akútneho cor pulmonale
I27.-;Iné srdcovopľúcne choroby
I27.0;Primárna pľúcna hypertenzia
I27.1;Srdcová choroba pri kyfoskolióze
I27.2-;Iná sekundárna pľúcna hypertenzia
I27.20;Pľúcna hypertenzia pri chronickej tromboembolickej chorobe
I27.28;Iná bližšie určená sekundárna pľúcna hypertenzia
I27.8;Iné srdcovopľúcne choroby, bližšie určené
I27.9;Srdcovopľúcna choroba, bližšie neurčená
I28.-;Iná choroba pľúcnych ciev
I28.0;Tepnovožilová fistula pľúcnych ciev
I28.1;Aneuryzma pľúcnej tepny
I28.8;Iná choroba pľúcnych ciev, bližšie určená
I28.9;Choroba pľúcnych ciev, bližšie neurčená
I30.-;Akútna perikarditída
I30.0;Akútna nešpecifická idiopatická perikarditída
I30.1;Infekčná perikarditída
I30.9;Akútna perikarditída, bližšie neurčená
I31.2;Hemoperikard, nezatriedený inde
I31.3;Perikardový výpotok (nezápalový)
I31.8;Iná choroba perikardu, bližšie určená
I31.9;Choroba perikardu, bližšie neurčená
I32.-*;Perikarditída pri chorobách zatriedených inde
I32.0*;Perikarditída pri baktériových chorobách zatriedených inde
I32.1*;Perikarditída pri iných infekčných a parazitových chorobách zatriedených inde
I32.8*;Perikarditída pri iných chorobách zatriedených inde
I33.-;Akútna a subakútna endokarditída
I33.0;Akútna a subakútna infekčná endokarditída
I33.9;Akútna endokarditída, bližšie neurčená
I34.-;Nereumatická choroba mitrálnej chlopne
I34.0;Mitrálna insuficiencia
I34.1;Prolaps mitrálnej chlopne
I34.2;Nereumatická mitrálna stenóza
I34.8-;Iná nereumatická choroba mitrálnej chlopne
I34.80;Nereumatická mitrálna stenóza a insuficiencia
I34.88;Iná nereumatická choroba mitrálnej chlopne
I34.9;Nereumatická choroba mitrálnej chlopne, bližšie neurčená
I35.-;Nereumatická choroba aortálnej chlopne
I35.0;Aortálna stenóza
I35.1;Aortálna insuficiencia
I35.2;Aortálna stenóza s aortálnou insuficienciou
I35.8;Iná choroba aortálnej chlopne
I35.9;Choroba aortálnej chlopne, bližšie neurčená
I36.-;Nereumatické choroby trikuspidálnej chlopne
I36.0;Nereumatická trikuspidálna stenóza
I36.1;Nereumatická trikuspidálna insuficiencia
I36.2;Nereumatická trikuspidálna stenóza a insuficiencia
I36.8;Iná nereumatická choroba trikuspidálnej chlopne
I36.9;Nereumatická choroba trikuspidálnej chlopne, bližšie neurčená
I37.-;Choroba pulmonálnej chlopne
I37.0;Pulmonálna stenóza
I37.1;Pulmonálna insuficiencia
I37.2;Pulmonálna stenóza a insuficiencia
I37.8;Iná choroba pulmonálnej chlopne
I37.9;Choroba pulmonálnej chlopne, bližšie neurčená
I38;Endokarditída bližšie neurčenej chlopne
I39.-*;Endokarditída a chlopňová chyba pri chorobách zatriedených inde
I39.0*;Choroba mitrálnej chlopne pri chorobách zatriedených inde
I39.1*;Choroba aortálnej chlopne pri chorobách zatriedených inde
I39.2*;Choroba trikuspidálnej chlopne pri chorobách zatriedených inde
I39.3*;Choroba pulmonálnej chlopne pri chorobách zatriedených inde
I39.4*;Choroba viacerých chlopní pri chorobách zatriedených inde
I39.8*;Endokarditída neurčenej chlopne pri chorobách zatriedených inde
I40.-;Akútna myokarditída
I40.0;Infekčná myokarditída
I40.1;Izolovaná myokarditída
I40.8;Iná akútna myokarditída
I40.9;Akútna myokarditída, bližšie neurčená
I41.-*;Myokarditída pri chorobách zatriedených inde
I41.0*;Myokarditída pri baktériových chorobách zatriedených inde
I41.1*;Myokarditída pri vírusových chorobách zatriedených inde
I41.2*;Myokarditída pri iných infekčných a parazitových chorobách zatriedených inde
I41.8*;Myokarditída pri iných chorobách zatriedených inde
I42.-;Kardiomyopatia
I42.0;Dilatačná kardiomyopatia
I42.1;Obštrukčná hypertrofická kardiomyopatia
I42.2;Iná hypertrofická kardiomyopatia
I42.3;Endomyokardová (eozinofilná) choroba
I42.4;Endokardová fibroelastóza
I42.5;Iná reštrikčná kardiomyopatia
I42.6;Alkoholová kardiomyopatia
I42.7;Kardiomyopatia zapríčinená liekmi a inými vonkajšími faktormi
I42.8-;Iné kardiomyopatie
I42.80;Arytmogénna pravokomorová kardiomyopatia [ARVCM]
I42.88;Iná kardiomyopatia
I42.9;Kardiomyopatia, bližšie neurčená
I43.-*;Kardiomyopatia pri chorobách zatriedených inde
I43.0*;Kardiomyopatia pri infekčných a parazitových chorobách zatriedených inde
I43.1*;Kardiomyopatia pri metabolických chorobách
I43.2*;Kardiomyopatia pri poruchách výživy
I43.8*;Kardiomyopatia pri iných chorobách zatriedených inde
I44.-;Atrioventrikulárna blokáda a blokáda ľavého ramienka
I44.0;Atrioventrikulárna blokáda 1. stupňa
I44.1;Atrioventrikulárna blokáda 2. stupňa
I44.2;Atrioventrikulárna blokáda 3. stupňa
I44.3;Iná a bližšie neurčená atrioventrikulárna blokáda
I44.4;Ľavá predná fascikulárna blokáda
I44.5;Ľavá zadná fascikulárna blokáda
I44.6;Iná a bližšie neurčená fascikulárna blokáda
I44.7;Blokáda ľavého ramienka, bližšie neurčená
I45.-;Iná porucha vedenia srdcových vzruchov
I45.0;Pravá fascikulárna blokáda
I45.1;Iná a bližšie neurčená blokáda pravého ramienka
I45.2;Bifascikulárna blokáda
I45.3;Trifascikulárna blokáda
I45.4;Nešpecifická intraventrikulárna blokáda
I45.5;Iná bližšie určená srdcová blokáda
I45.6;Syndróm preexcitácie
I45.8;Iné poruchy vedenia srdcových vzruchov, bližšie určené
I45.9;Porucha vedenia srdcových vzruchov, bližšie neurčená
I46.-;Zastavenie srdca
I46.0;Zastavenie srdca s úspešnou resuscitáciou
I46.1;Náhla srdcová smrť, takto opísaná
I46.9;Zastavenie srdca, bližšie neurčené
I47.-;Paroxyzmálna tachykardia
I47.0;Komorová reentry-arytmia
I47.1;Supraventrikulárna tachykardia
I47.2;Komorová tachykardia
I47.9;Paroxyzmálna tachykardia, bližšie neurčená
I48.-;Fibrilácia predsiení a flater predsiení
I48.0;Fibrilácia predsiení, paroxyzmálna
I48.1;Fibrilácia predsiení, perzistentná
I48.2;Fibrilácia predsiení, permanentná
I48.3;Flater predsiení, typický
I48.4;Flater predsiení, atypický
I48.9;Fibrilácia a flater predsiení, bližšie neurčené
I49.-;Iné srdcové arytmia
I49.0;Flater komôr a fibrilácia komôr
I49.1;Predsieňová extrasystólia
I49.2;Atrioventrikulárna junkčná extrasystólia
I49.3;Komorová extrasystólia
I49.4;Iná a bližšie neurčená extrasystólia
I49.5;Syndróm chorého sínusu
I49.8;Iná srdcová arytmia, bližšie určená
I49.9;Srdcová arytmia, bližšie neurčená
I50.-;Zlyhávanie srdca
I50.0-;Zlyhávanie pravej komory
I50.00;Primárne zlyhávanie pravej komory
I50.01;Sekundárne zlyhávanie pravej komory
I50.1-;Zlyhávanie ľavej komory
I50.11;Zlyhávanie ľavej komory: bez ťažkostí
I50.12;Zlyhávanie ľavej komory, s ťažkosťami pri veľkom zaťažení
I50.13;Zlyhávanie ľavej komory, s ťažkosťami pri malom zaťažení
I50.14;Zlyhávanie ľavej komory, s ťažkosťami v pokoji
I50.19;Zlyhávanie ľavej komory, bližšie neurčené
I50.9;Zlyhávanie srdca, bližšie neurčené
I51.0;Získaný defekt srdcovej priehradky
I51.1;Ruptúra chordae tendineae, nezatriedená inde
I51.2;Ruptúra papilárneho svalu, nezatriedená inde
I51.3;Vnútrosrdcová trombóza, nezatriedená inde
I51.4;Myokarditída, bližšie neurčená
I60.-;Subarachnoidálne krvácanie
I60.0;Subarachnoidálne krvácanie z karotického sifónu a bifurkácie
I60.1;Subarachnoidálne krvácanie z a.cerebri media
I60.2;Subarachnoidálne krvácanie z a.communicans anterior
I60.3;Subarachnoidálne krvácanie z a.communicans posterior
I60.4;Subarachnoidálne krvácanie z a.basilaris
I60.5;Subarachnoidálne krvácanie z a.vertebralis
I60.6;Subarachnoidálne krvácanie z iných intrakraniálnych tepien
I60.7;Subarachnoidálne krvácanie z bližšie neurčenej intrakraniálnej tepny
I60.8;Iné subarachnoidálne krvácanie
